9.332634660709826502e-01,1.910584638899502966e-04,6.004195602620410188e-01,2.320891205240818711e-01
9.332578657752870210e-01,0.000000000000000000e+00,6.023146007143882485e-01,2.358792014287765526e-01
9.332578657752870210e-01,0.000000000000000000e+00,6.053347492930871709e-01,2.419194985861742031e-01
9.332578657752870210e-01,0.000000000000000000e+00,6.091376777909253137e-01,2.495253555818506275e-01
9.332578657752870210e-01,0.000000000000000000e+00,6.120724760565637856e-01,2.553949521131275158e-01
9.332575157607263527e-01,0.000000000000000000e+00,6.140477829572166257e-01,2.593455659144334180e-01
9.332631160564219819e-01,1.910584638899502966e-04,6.151238527417550728e-01,2.614977054835100900e-01
9.332617159981795307e-01,1.910584638899502966e-04,6.157910912492166045e-01,2.628321824984330424e-01
9.332617159981795307e-01,1.910584638899502966e-04,6.160561990965296442e-01,2.633623981930593994e-01
9.332603159399370796e-01,1.910584638899502966e-04,6.160818426076914989e-01,2.634136852153831088e-01
