9.332645161146644330e-01,2.388230798624378843e-04,5.976510483629966508e-01,2.265520967259933849e-01
9.332645161146644330e-01,2.388230798624378843e-04,5.976772015841009811e-01,2.266044031682018511e-01
9.332645161146644330e-01,2.388230798624378843e-04,5.976845242680395298e-01,2.266190485360790596e-01
9.332645161146644330e-01,2.388230798624378843e-04,5.977932425466518929e-01,2.268364850933036192e-01
9.332631160564219819e-01,1.910584638899502966e-04,5.979062881342532831e-01,2.270625762685065663e-01
9.332631160564219819e-01,1.910584638899502966e-04,5.978261960537805120e-01,2.269023921075611905e-01
9.332645161146644330e-01,2.388230798624378843e-04,5.977117895511676604e-01,2.266735791023352098e-01
9.332645161146644330e-01,2.388230798624378843e-04,5.977351352961681741e-01,2.267202705923362094e-01
9.332645161146644330e-01,2.388230798624378843e-04,5.978579924938506318e-01,2.269659849877012636e-01
9.332645161146644330e-01,2.388230798624378843e-04,5.978784962137679848e-01,2.270069924275358864e-01
9.332645161146644330e-01,2.388230798624378843e-04,5.979105917447211649e-01,2.270711834894422743e-01
9.332631160564219819e-01,1.910584638899502966e-04,5.978652457956188382e-01,2.269804915912377041e-01
9.332631160564219819e-01,1.910584638899502966e-04,5.978551832155187817e-01,2.269603664310374802e-01
9.332631160564219819e-01,1.910584638899502966e-04,5.978829769759728130e-01,2.270159539519455427e-01
9.332631160564219819e-01,1.910584638899502966e-04,5.979230402682385037e-01,2.270960805364768686e-01
9.332631160564219819e-01,1.910584638899502966e-04,5.978919309104360202e-01,2.270338618208719295e-01
9.332645161146644330e-01,2.388230798624378843e-04,5.979145969890129475e-01,2.270791939780257840e-01
9.332631160564219819e-01,1.910584638899502966e-04,5.980247906971573046e-01,2.272995813943146648e-01
9.332631160564219819e-01,1.910584638899502966e-04,5.980695387409764585e-01,2.273890774819529725e-01
9.332631160564219819e-01,1.910584638899502966e-04,5.981459803452716661e-01,2.275419606905433600e-01
9.332631160564219819e-01,1.910584638899502966e-04,5.981629903984881924e-01,2.275759807969765236e-01
