9.332634660709826502e-01,1.910584638899502966e-04,6.002008711106570082e-01,2.316517422213138777e-01
9.332578657752870210e-01,0.000000000000000000e+00,6.018829920286044022e-01,2.350159840572086656e-01
9.332578657752870210e-01,0.000000000000000000e+00,6.041145831884109363e-01,2.394791663768218726e-01
9.332578657752870210e-01,0.000000000000000000e+00,6.093207584695551349e-01,2.498915169391103253e-01
9.332522654795913919e-01,0.000000000000000000e+00,6.139907072057519954e-01,2.592314144115038799e-01
9.332526155255149725e-01,2.388011800919745018e-04,6.143008205826450130e-01,2.598516411652901370e-01
9.332456151402139799e-01,8.357895323343147076e-05,6.117347798462944297e-01,2.547195596925888594e-01
9.332232139887943756e-01,4.058605710531665257e-04,6.044420383648250183e-01,2.401340767296499257e-01
9.331486602914891293e-01,7.634735442088806234e-04,5.920384592332310625e-01,2.153269184664620695e-01
9.327902425273995046e-01,2.793610594399677238e-03,5.717515109086848124e-01,1.747530218173697081e-01
9.304829262520510902e-01,7.099492148133683053e-03,5.466669226061562359e-01,1.245838452123124163e-01
