5.840406443418479920e-01,1.870257561184140438e-01,3.274113010833883952e-01,5.869085320725193622e-01,1.738170641450387244e-01
5.889397391181628860e-01,1.865528486476117354e-01,3.239991356159418467e-01,5.860229576935488405e-01,1.720459153870976809e-01
5.948401577925176431e-01,1.873045122808718599e-01,3.222110112280608396e-01,5.870993221767896175e-01,1.741986443535792350e-01
5.950753681041376364e-01,1.872718231106043907e-01,3.220301962277527519e-01,5.870409733951018616e-01,1.740819467902037232e-01
6.025886574867441725e-01,1.883112888342048930e-01,3.198614010247917139e-01,5.885029581451685088e-01,1.770059162903370176e-01
6.044972211581756127e-01,1.890857460337057872e-01,3.201786706096351742e-01,5.896730840974355736e-01,1.793461681948711473e-01
6.055791885916278483e-01,1.896910022018257758e-01,3.206395019158253534e-01,5.905948616808854856e-01,1.811897233617709713e-01
6.054851044669797844e-01,1.897724462033143766e-01,3.208290899890580139e-01,5.907263995553071467e-01,1.814527991106142935e-01
6.059689656794553514e-01,1.901131272124167715e-01,3.211538326340118155e-01,5.912478294919047972e-01,1.824956589838095944e-01
6.077700046370032583e-01,1.899426072697458223e-01,3.199007455290092117e-01,5.909195475026097766e-01,1.818390950052195532e-01
6.088586923650732841e-01,1.903256323441545050e-01,3.199717558907115844e-01,5.914841490751296949e-01,1.829682981502593897e-01
6.085966008749823519e-01,1.902332814930015603e-01,3.199546251761979931e-01,5.913482264743379346e-01,1.826964529486758693e-01
6.089258953112504091e-01,1.904068319888457261e-01,3.200740416330960514e-01,5.916091663255061972e-01,1.832183326510123944e-01
6.093492738721665303e-01,1.909590303815443812e-01,3.207870418790020328e-01,5.924598907138971526e-01,1.849197814277943053e-01
6.100952265747330294e-01,1.909354025799046839e-01,3.203466111472862421e-01,5.923959208396424314e-01,1.847918416792848628e-01
6.122591614416376116e-01,1.910692359736387014e-01,3.194124963224106994e-01,5.925263352788872062e-01,1.850526705577744124e-01
6.115132087390711124e-01,1.906305133948122954e-01,3.190692391944314199e-01,5.918689827414976845e-01,1.837379654829953690e-01
6.105186051356491506e-01,1.906242585446871474e-01,3.195911874247502893e-01,5.918941657062003481e-01,1.837883314124006962e-01
6.120306714246352975e-01,1.908143583577566194e-01,3.191034889871635638e-01,5.921373427481892993e-01,1.842746854963785985e-01
6.154311405011996250e-01,1.914493923042009105e-01,3.183507193422830395e-01,5.929991983490355834e-01,1.859983966980711667e-01
6.161367714360597159e-01,1.914117245994368943e-01,3.179081343414126848e-01,5.929143173054283178e-01,1.858286346108566356e-01
6.155588260989361959e-01,1.909128751087957321e-01,3.173791320413663630e-01,5.921637640374302070e-01,1.843275280748604139e-01
6.143693339516004270e-01,1.911268810710151644e-01,3.183774884171868824e-01,5.925387028575397341e-01,1.850774057150794683e-01
6.136032203651807793e-01,1.914332370305238118e-01,3.193061039972435178e-01,5.930430436543957518e-01,1.860860873087915035e-01
6.154244202065818348e-01,1.916215977711382690e-01,3.186443034206101199e-01,5.932662090585101300e-01,1.865324181170202600e-01
6.148397545748405246e-01,1.912372172686514493e-01,3.183110018490187820e-01,5.926925011985308966e-01,1.853850023970617933e-01
6.139795568637729239e-01,1.910455642727821590e-01,3.184494196240234554e-01,5.924267268552535493e-01,1.848534537105070985e-01
6.134889753566796777e-01,1.911604014117233574e-01,3.189065743117314167e-01,5.926231341354080140e-01,1.852462682708160280e-01
6.127228617702600300e-01,1.919870629677452034e-01,3.207167466884981999e-01,5.939389626453639437e-01,1.878779252907278874e-01
6.124473296909336284e-01,1.920619409155829294e-01,3.209921980388587559e-01,5.940665655591544914e-01,1.881331311183089827e-01
6.141274033453626435e-01,1.916790303517992566e-01,3.194391640928707643e-01,5.934050541574350524e-01,1.868101083148701047e-01
6.127430226541131786e-01,1.916470234214353863e-01,3.201303686990003006e-01,5.934084264213069781e-01,1.868168528426139563e-01
6.138317103821832044e-01,1.918050913477244712e-01,3.198112715426688624e-01,5.936123667880048860e-01,1.872247335760097720e-01
6.134284927051202319e-01,1.920662816972131259e-01,3.204700618293310210e-01,5.940344122046675723e-01,1.880688244093351447e-01
6.148061531017520176e-01,1.922713827176033841e-01,3.200726991537899968e-01,5.942980506502701932e-01,1.885961013005403863e-01
6.153303360819338819e-01,1.921113981475647547e-01,3.195200366483822441e-01,5.940289040431205869e-01,1.880578080862411738e-01
6.131664012150292997e-01,1.914509105056412530e-01,3.195708464228630974e-01,5.930870018907760111e-01,1.861740037815520221e-01
6.142685295323346839e-01,1.917877130101239003e-01,3.195466121854133590e-01,5.935684085516246267e-01,1.871368171032492533e-01
6.138989133283603294e-01,1.922931952960096613e-01,3.205995794634791674e-01,5.943685411485700731e-01,1.887370822971401463e-01
6.152093707788149901e-01,1.920096760781646039e-01,3.194138786965656229e-01,5.938760052336072848e-01,1.877520104672145695e-01
6.141408439345981130e-01,1.922061596480201251e-01,3.203219001847942282e-01,5.942235122603189978e-01,1.884470245206379957e-01
6.150548040026074803e-01,1.917214622225580922e-01,3.190114621560858343e-01,5.934351845452668917e-01,1.868703690905337833e-01
6.151623287164909026e-01,1.921671873425375154e-01,3.197047142799665509e-01,5.941221047737292871e-01,1.882442095474585741e-01
6.151018460649314568e-01,1.922616723553786655e-01,3.198966359710068152e-01,5.942710686226114758e-01,1.885421372452229516e-01
6.144096557193067243e-01,1.920125786163522086e-01,3.198500458067769503e-01,5.939120935487253172e-01,1.878241870974506345e-01
6.144029354246890451e-01,1.916036584598739267e-01,3.191636757327787066e-01,5.932774512436445047e-01,1.865549024872890094e-01
6.160628481952649116e-01,1.922591554983467954e-01,3.193734917752369395e-01,5.942284596834482846e-01,1.884569193668965692e-01
6.163383802745912021e-01,1.921255666536183793e-01,3.190000480964052532e-01,5.940106914682021788e-01,1.880213829364043576e-01
6.157066725805259155e-01,1.918395661222173365e-01,3.188593474963173358e-01,5.935929178468895007e-01,1.871858356937790013e-01
6.155185043312298987e-01,1.921210211156634262e-01,3.194347239266686622e-01,5.940363241986438281e-01,1.880726483972876562e-01
6.158141972944093379e-01,1.926350967904659761e-01,3.201407772782614569e-01,5.948208298840849118e-01,1.896416597681698235e-01
6.155386652150830473e-01,1.929426591052299522e-01,3.208081579231303881e-01,5.953090940036976919e-01,1.906181880073953838e-01
6.164324643992392661e-01,1.928005959520713020e-01,3.200846853878861475e-01,5.950513025127024402e-01,1.901026050254048805e-01
6.161233308468243575e-01,1.930380146103282124e-01,3.206517959136230833e-01,5.954319753563990236e-01,1.908639507127980472e-01
