9.332634660709826502e-01,1.910584638899502966e-04,5.954809582406919155e-01,2.222119164813838310e-01
9.332578657752870210e-01,1.910438636710988384e-04,5.955522882988721900e-01,2.223545765977444910e-01
9.332578657752870210e-01,1.910438636710988384e-04,5.956350356856304762e-01,2.225200713712609524e-01
9.332578657752870210e-01,1.910438636710988384e-04,5.958013965915734955e-01,2.228527931831469910e-01
9.332634660709826502e-01,1.910584638899502966e-04,5.965400846794872702e-01,2.243301693589746515e-01
9.332634660709826502e-01,1.910584638899502966e-04,5.980822424473157817e-01,2.274144848946314246e-01
9.332634660709826502e-01,1.910584638899502966e-04,6.004195602620410188e-01,2.320891205240818711e-01
9.332578657752870210e-01,0.000000000000000000e+00,6.062407124299484806e-01,2.437314248598971000e-01
9.332554156733627870e-01,2.149225218815366701e-04,6.144729769639434291e-01,2.601959539278866917e-01
9.332368646821098679e-01,6.445432132891368120e-04,6.012421747846931064e-01,2.337343495693862405e-01
9.307090376340689808e-01,7.787817945347161493e-03,5.518601403749449075e-01,1.349702807498898427e-01
7.940541158486521534e-01,7.506313995394689464e-02,4.803982446175582566e-01,-7.953510764883459094e-03
2.671735670043637878e-01,1.148353568147931908e-01,4.843808132099382546e-01,1.162641987652313080e-05
9.341044362638416254e-02,1.448641961810736012e-01,4.898740261344964320e-01,1.099805226899286392e-02
9.341044362638416254e-02,1.448641961810736012e-01,4.844066779732563166e-01,6.335594651264708776e-05
9.341044362638416254e-02,1.448641961810736012e-01,4.844014810062242660e-01,5.296201244846254763e-05
9.341044362638416254e-02,1.448641961810736012e-01,4.844014810062242660e-01,5.296201244846254763e-05
9.341044362638416254e-02,1.448641961810736012e-01,4.844014810062242660e-01,5.296201244846254763e-05
9.341044362638416254e-02,1.448641961810736012e-01,4.844014810062242660e-01,5.296201244846254763e-05
9.341044362638416254e-02,1.448641961810736012e-01,4.844014810062242660e-01,5.296201244846254763e-05
9.341044362638416254e-02,1.448641961810736012e-01,4.844014810062242660e-01,5.296201244846254763e-05
